,gt_label,gt_rank,gt_score,top1_label,top1_score,score_gap,image_path,difficulty
19,9,0,33.59066390991211,9,33.59066390991211,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/149.jpg,soft
20,9,0,32.18336486816406,9,32.18336486816406,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/187.jpg,soft
21,9,0,32.36519241333008,9,32.36519241333008,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/521.jpg,soft
23,9,0,32.329429626464844,9,32.329429626464844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/539.jpg,soft
25,9,0,34.05947494506836,9,34.05947494506836,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/516.jpg,soft
26,9,0,32.46625900268555,9,32.46625900268555,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/708.jpg,soft
27,9,0,31.6008358001709,9,31.6008358001709,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/474.jpg,soft
29,9,0,34.50045394897461,9,34.50045394897461,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/760.jpg,soft
30,9,0,32.38193130493164,9,32.38193130493164,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/342.jpg,soft
32,9,0,32.186527252197266,9,32.186527252197266,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/024.jpg,soft
33,9,0,33.335872650146484,9,33.335872650146484,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/033.jpg,soft
34,9,0,33.06742477416992,9,33.06742477416992,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/646.jpg,soft
38,9,0,32.28068542480469,9,32.28068542480469,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/272.jpg,soft
39,9,0,31.61732292175293,9,31.61732292175293,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/795.jpg,soft
41,9,0,31.593074798583984,9,31.593074798583984,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/182.jpg,soft
42,9,0,34.47499084472656,9,34.47499084472656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/215.jpg,soft
43,9,0,31.405719757080078,9,31.405719757080078,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/489.jpg,soft
44,9,0,30.060455322265625,9,30.060455322265625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/576.jpg,soft
45,9,0,33.69654846191406,9,33.69654846191406,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/094.jpg,soft
46,9,0,32.078514099121094,9,32.078514099121094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/185.jpg,soft
47,9,0,31.021743774414062,9,31.021743774414062,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/613.jpg,soft
48,9,0,31.182071685791016,9,31.182071685791016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/049.jpg,soft
49,9,0,32.10499954223633,9,32.10499954223633,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/243.jpg,soft
50,9,0,33.94694137573242,9,33.94694137573242,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/048.jpg,soft
51,9,0,34.48331069946289,9,34.48331069946289,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/153.jpg,soft
52,9,0,34.7051887512207,9,34.7051887512207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/703.jpg,soft
54,9,0,31.815534591674805,9,31.815534591674805,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/143.jpg,soft
55,9,0,33.6919059753418,9,33.6919059753418,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/476.jpg,soft
57,9,0,32.170310974121094,9,32.170310974121094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/327.jpg,soft
58,9,0,32.43630599975586,9,32.43630599975586,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/253.jpg,soft
59,9,0,32.829864501953125,9,32.829864501953125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/343.jpg,soft
60,9,0,32.92741394042969,9,32.92741394042969,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/115.jpg,soft
63,9,0,31.69858741760254,9,31.69858741760254,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/626.jpg,soft
64,9,0,32.2930908203125,9,32.2930908203125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/425.jpg,soft
65,9,0,32.79179763793945,9,32.79179763793945,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/366.jpg,soft
66,9,0,34.63759994506836,9,34.63759994506836,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/080.jpg,soft
67,9,0,31.693931579589844,9,31.693931579589844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/062.jpg,soft
68,9,0,33.57904052734375,9,33.57904052734375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/151.jpg,soft
69,9,0,31.23137664794922,9,31.23137664794922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/426.jpg,soft
70,9,0,31.876834869384766,9,31.876834869384766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/732.jpg,soft
71,9,0,33.65916442871094,9,33.65916442871094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/503.jpg,soft
72,9,0,31.473896026611328,9,31.473896026611328,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/641.jpg,soft
73,9,0,32.531700134277344,9,32.531700134277344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/622.jpg,soft
74,9,0,32.94206237792969,9,32.94206237792969,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/440.jpg,soft
75,9,0,31.936100006103516,9,31.936100006103516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/260.jpg,soft
77,9,0,32.362030029296875,9,32.362030029296875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/202.jpg,soft
79,9,0,31.891395568847656,9,31.891395568847656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/751.jpg,soft
80,9,0,31.46265983581543,9,31.46265983581543,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/237.jpg,soft
81,9,0,32.31407165527344,9,32.31407165527344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/273.jpg,soft
82,9,0,33.979774475097656,9,33.979774475097656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/286.jpg,soft
83,9,0,32.286651611328125,9,32.286651611328125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/283.jpg,soft
84,9,0,33.645755767822266,9,33.645755767822266,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/486.jpg,soft
85,9,0,34.03804397583008,9,34.03804397583008,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/513.jpg,soft
88,9,0,32.97074890136719,9,32.97074890136719,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/359.jpg,soft
89,9,0,30.753582000732422,9,30.753582000732422,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/265.jpg,soft
90,9,0,32.8609504699707,9,32.8609504699707,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/289.jpg,soft
91,9,0,32.17397689819336,9,32.17397689819336,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/118.jpg,soft
93,9,0,32.276947021484375,9,32.276947021484375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/768.jpg,soft
95,9,0,33.45960998535156,9,33.45960998535156,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/591.jpg,soft
96,9,0,33.06625747680664,9,33.06625747680664,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/723.jpg,soft
98,9,0,32.47401809692383,9,32.47401809692383,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/295.jpg,soft
102,9,0,32.49124526977539,9,32.49124526977539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/757.jpg,soft
103,9,0,33.31454086303711,9,33.31454086303711,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/334.jpg,soft
104,9,0,31.710037231445312,9,31.710037231445312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/106.jpg,soft
106,9,0,35.03337860107422,9,35.03337860107422,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/113.jpg,soft
107,9,0,31.470998764038086,9,31.470998764038086,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/160.jpg,soft
108,9,0,32.91712951660156,9,32.91712951660156,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/518.jpg,soft
109,9,0,31.29190444946289,9,31.29190444946289,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/463.jpg,soft
110,9,0,31.245418548583984,9,31.245418548583984,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/349.jpg,soft
111,9,0,30.892553329467773,9,30.892553329467773,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/490.jpg,soft
112,9,0,32.86071014404297,9,32.86071014404297,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/328.jpg,soft
113,9,0,31.92072105407715,9,31.92072105407715,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/211.jpg,soft
114,9,0,33.75285339355469,9,33.75285339355469,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/788.jpg,soft
116,9,0,30.302139282226562,9,30.302139282226562,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/066.jpg,soft
117,9,0,33.10442352294922,9,33.10442352294922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/291.jpg,soft
118,9,0,30.6425838470459,9,30.6425838470459,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/197.jpg,soft
120,9,0,30.889841079711914,9,30.889841079711914,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/630.jpg,soft
121,9,0,32.80721664428711,9,32.80721664428711,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/234.jpg,soft
122,9,0,31.759490966796875,9,31.759490966796875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/178.jpg,soft
123,9,0,30.85953140258789,9,30.85953140258789,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/672.jpg,soft
124,9,0,30.747102737426758,9,30.747102737426758,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/271.jpg,soft
125,9,0,31.781091690063477,9,31.781091690063477,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/683.jpg,soft
126,9,0,34.11305618286133,9,34.11305618286133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/251.jpg,soft
128,9,0,32.29261016845703,9,32.29261016845703,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/665.jpg,soft
129,9,0,30.969139099121094,9,30.969139099121094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/130.jpg,soft
132,9,0,31.325271606445312,9,31.325271606445312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/743.jpg,soft
133,9,0,32.71991729736328,9,32.71991729736328,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/500.jpg,soft
136,9,0,31.715885162353516,9,31.715885162353516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/011.jpg,soft
138,9,0,34.54417419433594,9,34.54417419433594,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/120.jpg,soft
139,9,0,33.445648193359375,9,33.445648193359375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/456.jpg,soft
140,9,0,31.308223724365234,9,31.308223724365234,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/629.jpg,soft
141,9,0,32.38976287841797,9,32.38976287841797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/002.jpg,soft
143,9,0,31.938798904418945,9,31.938798904418945,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/036.jpg,soft
144,9,0,35.59552001953125,9,35.59552001953125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/069.jpg,soft
145,9,0,32.123023986816406,9,32.123023986816406,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/190.jpg,soft
147,9,0,30.073957443237305,9,30.073957443237305,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/089.jpg,soft
148,9,0,31.726320266723633,9,31.726320266723633,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/441.jpg,soft
149,9,0,31.077411651611328,9,31.077411651611328,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/353.jpg,soft
150,9,0,34.0191764831543,9,34.0191764831543,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/191.jpg,soft
151,9,0,32.720218658447266,9,32.720218658447266,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/512.jpg,soft
152,9,0,31.738344192504883,9,31.738344192504883,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/427.jpg,soft
153,9,0,32.599891662597656,9,32.599891662597656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/025.jpg,soft
154,9,0,30.51841163635254,9,30.51841163635254,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/604.jpg,soft
155,9,0,36.038211822509766,9,36.038211822509766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/680.jpg,soft
156,9,0,32.3751106262207,9,32.3751106262207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/076.jpg,soft
157,9,0,30.32774543762207,9,30.32774543762207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/595.jpg,soft
158,9,0,32.48393630981445,9,32.48393630981445,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/379.jpg,soft
159,9,0,32.48258590698242,9,32.48258590698242,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/313.jpg,soft
161,9,0,32.34183120727539,9,32.34183120727539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/188.jpg,soft
162,9,0,32.62755584716797,9,32.62755584716797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/274.jpg,soft
163,9,0,32.6651496887207,9,32.6651496887207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/375.jpg,soft
171,9,0,30.702178955078125,9,30.702178955078125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/028.jpg,soft
172,9,0,33.555450439453125,9,33.555450439453125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/230.jpg,soft
173,9,0,32.38552474975586,9,32.38552474975586,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/580.jpg,soft
174,9,0,32.55295181274414,9,32.55295181274414,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/685.jpg,soft
176,9,0,32.002296447753906,9,32.002296447753906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/509.jpg,soft
178,9,0,31.180055618286133,9,31.180055618286133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/776.jpg,soft
179,9,0,32.390830993652344,9,32.390830993652344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/559.jpg,soft
180,9,0,34.082218170166016,9,34.082218170166016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/247.jpg,soft
181,9,0,33.12362289428711,9,33.12362289428711,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/477.jpg,soft
185,9,0,34.89531707763672,9,34.89531707763672,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/221.jpg,soft
191,9,0,31.793668746948242,9,31.793668746948242,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/085.jpg,soft
192,9,0,30.888580322265625,9,30.888580322265625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/112.jpg,soft
193,9,0,31.334814071655273,9,31.334814071655273,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/664.jpg,soft
195,9,0,31.483604431152344,9,31.483604431152344,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/388.jpg,soft
196,9,0,33.99814987182617,9,33.99814987182617,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/478.jpg,soft
197,9,0,32.280029296875,9,32.280029296875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/193.jpg,soft
199,9,0,32.130462646484375,9,32.130462646484375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/639.jpg,soft
200,9,0,32.346805572509766,9,32.346805572509766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/452.jpg,soft
201,9,0,31.79132652282715,9,31.79132652282715,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/152.jpg,soft
203,9,0,32.49919509887695,9,32.49919509887695,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/745.jpg,soft
205,9,0,32.6866340637207,9,32.6866340637207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/506.jpg,soft
206,9,0,34.457008361816406,9,34.457008361816406,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/192.jpg,soft
208,9,0,30.633642196655273,9,30.633642196655273,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/701.jpg,soft
209,9,0,32.319583892822266,9,32.319583892822266,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/653.jpg,soft
210,9,0,32.139732360839844,9,32.139732360839844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/056.jpg,soft
211,9,0,33.16016387939453,9,33.16016387939453,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/705.jpg,soft
212,9,0,32.025245666503906,9,32.025245666503906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/101.jpg,soft
213,9,0,30.572345733642578,9,30.572345733642578,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/051.jpg,soft
