,gt_label,gt_rank,gt_score,top1_label,top1_score,score_gap,image_path,difficulty
101,9,1,32.21739196777344,4,33.15757751464844,0.940185546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/668.jpg,medium
105,9,1,33.05772018432617,4,33.71465301513672,0.6569328308105469,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/163.jpg,medium
115,9,1,31.453996658325195,7,31.454923629760742,0.000926971435546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/006.jpg,medium
127,9,1,30.73053550720215,4,31.70941162109375,0.9788761138916016,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/759.jpg,medium
130,9,1,30.727590560913086,5,31.21945571899414,0.4918651580810547,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/589.jpg,medium
131,9,1,32.233299255371094,5,32.58302688598633,0.3497276306152344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/278.jpg,medium
134,9,1,32.763614654541016,4,33.1236686706543,0.36005401611328125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/156.jpg,medium
135,9,0,29.99127197265625,9,29.99127197265625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/380.jpg,medium
160,9,1,31.529666900634766,5,31.748910903930664,0.21924400329589844,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/601.jpg,medium
164,9,1,31.6468505859375,4,31.720247268676758,0.07339668273925781,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/396.jpg,medium
166,9,2,31.975557327270508,4,32.76197052001953,0.7864131927490234,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/527.jpg,medium
167,9,1,31.018184661865234,5,31.55145263671875,0.5332679748535156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/620.jpg,medium
168,9,1,32.18898391723633,4,32.482078552246094,0.2930946350097656,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/248.jpg,medium
169,9,0,29.021827697753906,9,29.021827697753906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/123.jpg,medium
175,9,1,30.997303009033203,4,31.489654541015625,0.4923515319824219,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/408.jpg,medium
184,9,1,31.263978958129883,5,31.594297409057617,0.3303184509277344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/538.jpg,medium
186,9,2,31.765911102294922,6,31.958648681640625,0.19273757934570312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/167.jpg,medium
187,9,1,30.434247970581055,4,31.301488876342773,0.8672409057617188,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/012.jpg,medium
190,9,1,31.47779083251953,4,31.863452911376953,0.3856620788574219,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/690.jpg,medium
198,9,1,30.10514259338379,7,30.489011764526367,0.3838691711425781,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/374.jpg,medium
215,9,1,31.796010971069336,4,31.97117042541504,0.17515945434570312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/382.jpg,medium
219,9,1,31.53196144104004,7,31.720012664794922,0.1880512237548828,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/047.jpg,medium
222,9,1,32.034732818603516,4,32.86299514770508,0.8282623291015625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/435.jpg,medium
229,9,1,31.74439239501953,4,31.83849334716797,0.0941009521484375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/720.jpg,medium
238,9,1,29.850080490112305,7,30.202707290649414,0.3526268005371094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/027.jpg,medium
248,9,1,31.157045364379883,7,31.55588150024414,0.3988361358642578,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/481.jpg,medium
252,9,1,30.430187225341797,8,30.863021850585938,0.4328346252441406,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/276.jpg,medium
262,9,1,28.38917350769043,7,28.57360076904297,0.18442726135253906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/267.jpg,medium
263,9,1,31.643779754638672,5,31.934860229492188,0.2910804748535156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/068.jpg,medium
264,9,1,29.89034080505371,4,30.736745834350586,0.846405029296875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/561.jpg,medium
276,9,1,29.44975471496582,7,29.49349594116211,0.04374122619628906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/064.jpg,medium
292,9,1,30.222667694091797,5,30.51634407043457,0.29367637634277344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/590.jpg,medium
299,9,2,31.338693618774414,0,32.18592834472656,0.8472347259521484,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/371.jpg,medium
303,9,1,29.95442008972168,4,30.515682220458984,0.5612621307373047,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/634.jpg,medium
307,9,2,30.597074508666992,6,31.5861873626709,0.9891128540039062,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/145.jpg,medium
314,9,1,32.0178337097168,4,32.250240325927734,0.2324066162109375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/541.jpg,medium
316,9,0,29.86113739013672,9,29.86113739013672,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/548.jpg,medium
321,9,1,32.529022216796875,4,32.54313278198242,0.014110565185546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/252.jpg,medium
328,9,2,30.79420280456543,4,31.51960563659668,0.72540283203125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/159.jpg,medium
332,9,2,30.564172744750977,5,31.156042098999023,0.5918693542480469,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/007.jpg,medium
335,9,1,31.53569984436035,4,31.954071044921875,0.41837120056152344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/005.jpg,medium
347,9,1,31.789012908935547,4,32.037315368652344,0.24830245971679688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/171.jpg,medium
352,9,1,30.282663345336914,7,30.780900955200195,0.49823760986328125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/603.jpg,medium
367,9,1,30.308162689208984,7,30.582632064819336,0.27446937561035156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/750.jpg,medium
374,9,1,30.86131477355957,4,31.027822494506836,0.16650772094726562,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/021.jpg,medium
384,9,1,28.239824295043945,7,28.493501663208008,0.2536773681640625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/532.jpg,medium
389,9,1,33.16556930541992,6,33.41415786743164,0.24858856201171875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/169.jpg,medium
390,9,1,31.82520294189453,6,31.905080795288086,0.07987785339355469,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/656.jpg,medium
393,9,1,30.868986129760742,4,31.513425827026367,0.644439697265625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/449.jpg,medium
428,9,1,31.421443939208984,7,31.526811599731445,0.10536766052246094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/744.jpg,medium
429,9,1,32.40520095825195,14,33.129940032958984,0.7247390747070312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/195.jpg,medium
431,9,1,32.75591278076172,7,32.85948181152344,0.10356903076171875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/502.jpg,medium
438,9,1,30.437204360961914,14,30.834373474121094,0.3971691131591797,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/406.jpg,medium
440,9,1,33.89650344848633,14,34.10267639160156,0.20617294311523438,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/709.jpg,medium
446,9,1,31.7696475982666,14,31.808488845825195,0.03884124755859375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/207.jpg,medium
458,9,1,30.404376983642578,4,30.408151626586914,0.0037746429443359375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/789.jpg,medium
461,9,1,32.97779083251953,5,33.211936950683594,0.2341461181640625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/223.jpg,medium
469,9,1,30.551218032836914,0,30.57680320739746,0.025585174560546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/581.jpg,medium
474,9,1,31.387611389160156,7,31.5703067779541,0.1826953887939453,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/065.jpg,medium
484,9,1,28.708093643188477,4,28.980642318725586,0.2725486755371094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/571.jpg,medium
490,9,1,30.284881591796875,12,30.335872650146484,0.050991058349609375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/003.jpg,medium
492,9,2,30.97835922241211,12,31.713163375854492,0.7348041534423828,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/092.jpg,medium
494,9,1,30.783395767211914,5,31.290855407714844,0.5074596405029297,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/618.jpg,medium
499,9,1,30.8727970123291,4,31.367467880249023,0.4946708679199219,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/257.jpg,medium
511,9,1,33.23867416381836,14,33.320106506347656,0.08143234252929688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/676.jpg,medium
513,9,1,29.49306297302246,7,29.49550437927246,0.00244140625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/488.jpg,medium
517,9,2,31.71534538269043,5,32.00986099243164,0.29451560974121094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/102.jpg,medium
521,9,1,31.606088638305664,6,31.724824905395508,0.11873626708984375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/783.jpg,medium
526,9,1,30.48091697692871,4,30.69163703918457,0.21072006225585938,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/438.jpg,medium
529,9,1,31.066593170166016,0,31.247833251953125,0.18124008178710938,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/351.jpg,medium
530,9,1,30.46476173400879,5,30.99104118347168,0.5262794494628906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/638.jpg,medium
534,9,1,32.6818733215332,5,33.09089279174805,0.40901947021484375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/742.jpg,medium
539,9,1,30.43978500366211,14,31.077661514282227,0.6378765106201172,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/459.jpg,medium
544,9,1,31.74831771850586,7,32.515193939208984,0.766876220703125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/020.jpg,medium
551,9,1,31.766326904296875,5,32.58942413330078,0.8230972290039062,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/628.jpg,medium
555,9,1,32.695579528808594,4,33.17838668823242,0.4828071594238281,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/402.jpg,medium
558,9,1,30.902524948120117,7,31.762277603149414,0.8597526550292969,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/487.jpg,medium
562,9,1,31.26613426208496,5,31.34622573852539,0.08009147644042969,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/204.jpg,medium
569,9,1,31.731430053710938,7,31.755168914794922,0.023738861083984375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/706.jpg,medium
574,9,2,32.27727508544922,5,32.85528564453125,0.5780105590820312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/767.jpg,medium
577,9,1,33.27018356323242,4,33.61977767944336,0.3495941162109375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/293.jpg,medium
579,9,2,32.58378219604492,14,33.56341552734375,0.9796333312988281,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/686.jpg,medium
583,9,1,30.097164154052734,4,30.528526306152344,0.4313621520996094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/652.jpg,medium
590,9,1,31.664403915405273,4,31.708541870117188,0.04413795471191406,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/032.jpg,medium
592,9,1,31.62140464782715,7,31.92098617553711,0.29958152770996094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/405.jpg,medium
595,9,1,31.155710220336914,5,32.0870246887207,0.9313144683837891,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/579.jpg,medium
614,9,1,30.932554244995117,4,31.75337028503418,0.8208160400390625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/479.jpg,medium
616,9,2,30.151947021484375,5,30.690547943115234,0.5386009216308594,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/791.jpg,medium
621,9,1,30.31711769104004,8,31.214954376220703,0.8978366851806641,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/132.jpg,medium
623,9,1,28.595788955688477,4,28.92630958557129,0.3305206298828125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/054.jpg,medium
626,9,1,30.061723709106445,5,30.453433990478516,0.3917102813720703,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/418.jpg,medium
634,9,1,32.21917724609375,5,32.4532470703125,0.23406982421875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/300.jpg,medium
641,9,2,31.293895721435547,0,31.692928314208984,0.3990325927734375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/540.jpg,medium
653,9,1,29.965557098388672,7,30.927976608276367,0.9624195098876953,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/610.jpg,medium
654,9,1,32.38331985473633,14,32.56433868408203,0.18101882934570312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/217.jpg,medium
660,9,0,29.716550827026367,9,29.716550827026367,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/077.jpg,medium
661,9,2,29.567432403564453,7,29.979440689086914,0.41200828552246094,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/386.jpg,medium
662,9,2,29.652299880981445,7,30.19384765625,0.5415477752685547,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/736.jpg,medium
671,9,0,29.864927291870117,9,29.864927291870117,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/413.jpg,medium
673,9,0,29.686304092407227,9,29.686304092407227,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/522.jpg,medium
681,9,1,32.8189582824707,14,32.967445373535156,0.14848709106445312,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/385.jpg,medium
688,9,1,29.438447952270508,7,30.40994644165039,0.9714984893798828,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/398.jpg,medium
696,9,1,29.69254493713379,4,29.821115493774414,0.128570556640625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/035.jpg,medium
697,9,0,27.96319580078125,9,27.96319580078125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/508.jpg,medium
705,9,1,32.02265167236328,4,32.20467758178711,0.18202590942382812,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/282.jpg,medium
714,9,1,31.186851501464844,5,31.429227828979492,0.24237632751464844,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/549.jpg,medium
716,9,2,31.900718688964844,5,32.608909606933594,0.70819091796875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/697.jpg,medium
721,9,1,32.545467376708984,6,32.55013656616211,0.004669189453125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/607.jpg,medium
742,9,1,31.683738708496094,4,32.23002624511719,0.5462875366210938,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/460.jpg,medium
746,9,1,32.446197509765625,6,32.7481575012207,0.3019599914550781,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/752.jpg,medium
751,9,1,33.097084045410156,6,33.715431213378906,0.61834716796875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/797.jpg,medium
762,9,2,31.270959854125977,0,32.103797912597656,0.8328380584716797,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/632.jpg,medium
772,9,1,32.11621856689453,5,32.91630172729492,0.8000831604003906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/129.jpg,medium
778,9,1,30.214448928833008,7,30.685705184936523,0.4712562561035156,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/551.jpg,medium
788,9,1,31.615903854370117,6,32.08768081665039,0.47177696228027344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/044.jpg,medium
789,9,1,31.23416519165039,7,31.335302352905273,0.10113716125488281,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/461.jpg,medium
797,9,1,31.658903121948242,4,31.70256233215332,0.043659210205078125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/040.jpg,medium
800,7,0,29.956157684326172,7,29.956157684326172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/623.jpg,medium
807,7,1,28.82472801208496,12,29.018213272094727,0.19348526000976562,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/333.jpg,medium
813,7,0,28.825756072998047,7,28.825756072998047,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/212.jpg,medium
816,7,1,28.80139923095703,10,29.406299591064453,0.6049003601074219,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/150.jpg,medium
818,7,1,30.355514526367188,10,30.88848876953125,0.5329742431640625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/034.jpg,medium
819,7,1,29.253890991210938,5,29.89019775390625,0.6363067626953125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/149.jpg,medium
820,7,0,29.472997665405273,7,29.472997665405273,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/187.jpg,medium
822,7,1,28.208818435668945,12,28.915395736694336,0.7065773010253906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/436.jpg,medium
826,7,0,29.567214965820312,7,29.567214965820312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/708.jpg,medium
827,7,1,31.779094696044922,1,32.59231185913086,0.8132171630859375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/474.jpg,medium
829,7,0,29.291080474853516,7,29.291080474853516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/760.jpg,medium
842,7,1,29.63105010986328,12,30.116981506347656,0.485931396484375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/215.jpg,medium
848,7,0,29.634906768798828,7,29.634906768798828,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/049.jpg,medium
851,7,1,30.33144760131836,10,30.659587860107422,0.3281402587890625,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/153.jpg,medium
854,7,1,29.17987060546875,10,29.286216735839844,0.10634613037109375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/143.jpg,medium
858,7,1,30.547155380249023,10,30.811025619506836,0.2638702392578125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/253.jpg,medium
862,7,0,29.770618438720703,7,29.770618438720703,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/446.jpg,medium
867,7,1,30.299283981323242,10,31.157615661621094,0.8583316802978516,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/062.jpg,medium
875,7,1,31.478010177612305,12,31.939237594604492,0.4612274169921875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/260.jpg,medium
881,7,0,27.942758560180664,7,27.942758560180664,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Highway/273.jpg,medium
